"date","start_time","till_time","result"
"2018/Jun/29","12:30 PM","1:00 PM","[Room - Minsk, K3V, Forest Barbecue 1 - for Meeting:0, Room - Minsk, K3V, Forest Room Red - for Meeting:1, Room - Minsk, K3V, Forest Room Yellow - for Meeting:0]"
