"link_s3_report_xlsx","booked_date","unbooked_date"
"http://wfapp3-s3.wkf2-rpa.projects.epam.com/temp.bucket/14437/apache.xlsx","Tue 7/24/2018|Mon 7/23/2018","Mon 7/30/2018"
